"source","ingredientPhrase"
"https://www.cookinglight.com/recipes/egg-foo-yong-mushroom-sauce","1 1/2 tablespoons tamari sauce or reduced-sodium soy sauce, divided"
"https://www.cookinglight.com/recipes/egg-foo-yong-mushroom-sauce","3/4 teaspoon freshly ground black pepper, divided"
"https://www.cookinglight.com/recipes/egg-foo-yong-mushroom-sauce","6 large eggs, lightly beaten"
"https://www.cookinglight.com/recipes/egg-foo-yong-mushroom-sauce","1 cup unsalted vegetable stock"
"https://www.cookinglight.com/recipes/egg-foo-yong-mushroom-sauce","1 tablespoon all-purpose flour"
"https://www.cookinglight.com/recipes/egg-foo-yong-mushroom-sauce","1 (8-oz.) pkg. presliced cremini mushrooms"
"https://www.cookinglight.com/recipes/egg-foo-yong-mushroom-sauce","2 (8.8-oz.) pkg. precooked brown rice (such as Uncle Ben's)"
"https://www.cookinglight.com/recipes/egg-foo-yong-mushroom-sauce","1 tablespoon toasted sesame seeds"
"https://www.hellofresh.com/recipes/pork-luau-burgers-5915b104d56afa76b9734a93","/Â serving 4 people /Â serving 4 people"
"https://www.hellofresh.com/recipes/pork-luau-burgers-5915b104d56afa76b9734a93","2 teaspoon Garlic"
"https://www.hellofresh.com/recipes/pork-luau-burgers-5915b104d56afa76b9734a93","Â¼ ounce Cilantro"
"https://www.hellofresh.com/recipes/pork-luau-burgers-5915b104d56afa76b9734a93","1 unit Red Onion"
"https://www.hellofresh.com/recipes/pork-luau-burgers-5915b104d56afa76b9734a93","8 ounce Pineapple"
"https://www.hellofresh.com/recipes/pork-luau-burgers-5915b104d56afa76b9734a93","16 ounce Ground Pork"
"https://www.hellofresh.com/recipes/pork-luau-burgers-5915b104d56afa76b9734a93","2 tablespoon Soy Sauce"
"https://www.hellofresh.com/recipes/pork-luau-burgers-5915b104d56afa76b9734a93","2 teaspoon Honey"
"https://www.hellofresh.com/recipes/pork-luau-burgers-5915b104d56afa76b9734a93","2 unit Persian Cucumber"
"https://www.hellofresh.com/recipes/pork-luau-burgers-5915b104d56afa76b9734a93","4 unit Brioche Buns"
"https://www.hellofresh.com/recipes/pork-luau-burgers-5915b104d56afa76b9734a93","4 ounce Mixed Greens"
"https://www.hellofresh.com/recipes/pork-luau-burgers-5915b104d56afa76b9734a93","2 teaspoon White Wine Vinegar"
"https://www.hellofresh.com/recipes/pork-luau-burgers-5915b104d56afa76b9734a93","4 tablespoon Mayonnaise"
"https://www.hellofresh.com/recipes/pork-luau-burgers-5915b104d56afa76b9734a93","2 tablespoon Olive Oil"
"https://www.hellofresh.com/recipes/pork-luau-burgers-5915b104d56afa76b9734a93"," Salt"
"https://www.hellofresh.com/recipes/pork-luau-burgers-5915b104d56afa76b9734a93"," Pepper"
"https://www.budgetbytes.com/easy-egg-drop-soup","8 oz. mushrooms"
"https://www.budgetbytes.com/easy-egg-drop-soup","3 green onions"
"https://www.budgetbytes.com/easy-egg-drop-soup","1 Tbsp fresh grated ginger"
"https://www.budgetbytes.com/easy-egg-drop-soup","1 Tbsp cooking oil"
"https://www.budgetbytes.com/easy-egg-drop-soup","4 cups chicken broth*"
"https://www.budgetbytes.com/easy-egg-drop-soup","2 cups water"
"https://www.budgetbytes.com/easy-egg-drop-soup","1 Tbsp soy sauce"
"https://www.budgetbytes.com/easy-egg-drop-soup","1 Tbsp cornstarch"
"https://www.budgetbytes.com/easy-egg-drop-soup","2 large eggs"
"https://www.budgetbytes.com/easy-egg-drop-soup","2 cups fresh baby spinach, optional"
"https://www.halfbakedharvest.com/vietnamese-meatball-and-sweet-potato-noodle-bowl/","1 pound ground chicken"
"https://www.halfbakedharvest.com/vietnamese-meatball-and-sweet-potato-noodle-bowl/","4 tablespoons sesame oil"
"https://www.halfbakedharvest.com/vietnamese-meatball-and-sweet-potato-noodle-bowl/","2 tablespoons low sodium soy sauce"
"https://www.halfbakedharvest.com/vietnamese-meatball-and-sweet-potato-noodle-bowl/","2 tablespoons fish sauce"
"https://www.halfbakedharvest.com/vietnamese-meatball-and-sweet-potato-noodle-bowl/","2 tablespoons honey"
"https://www.halfbakedharvest.com/vietnamese-meatball-and-sweet-potato-noodle-bowl/","1 lemongrass stalk, chopped"
"https://www.halfbakedharvest.com/vietnamese-meatball-and-sweet-potato-noodle-bowl/","2 medium sweet potatoes, spiralized or cut into matchsticks"
"https://www.halfbakedharvest.com/vietnamese-meatball-and-sweet-potato-noodle-bowl/","4 cups low sodium chicken broth, steaming ((optional))"
"https://www.halfbakedharvest.com/vietnamese-meatball-and-sweet-potato-noodle-bowl/","2 carrots, shredded"
"https://www.halfbakedharvest.com/vietnamese-meatball-and-sweet-potato-noodle-bowl/","1 Persian cucumber, sliced"
"https://www.halfbakedharvest.com/vietnamese-meatball-and-sweet-potato-noodle-bowl/","1 mango, cut into match sticks"
"https://www.halfbakedharvest.com/vietnamese-meatball-and-sweet-potato-noodle-bowl/","cilantro, mint, limes, pickled ginger, and sesame seeds, for serving"
"https://www.halfbakedharvest.com/vietnamese-meatball-and-sweet-potato-noodle-bowl/","2-4 tablespoons sweet Thai chili sauce, more or less to your taste ((optional))"
"https://www.bonappetit.com/recipe/meaty-beef-chili","4 large or 6 medium ancho chiles"
"https://www.bonappetit.com/recipe/meaty-beef-chili","2 dried guajillo chiles"
"https://www.bonappetit.com/recipe/meaty-beef-chili","2 dried pasilla chiles"
"https://www.bonappetit.com/recipe/meaty-beef-chili","3 tablespoons extra-virgin olive oil"
"https://www.bonappetit.com/recipe/meaty-beef-chili","5 pounds boneless beef chuck, cut into ½-inch slices"
"https://www.bonappetit.com/recipe/meaty-beef-chili","Kosher salt, freshly ground pepper"
"https://www.bonappetit.com/recipe/meaty-beef-chili","2 large yellow onions, chopped"
